,neuron_name,Class 1,Merge Class,is_pdiff,is_usplit,is_LNpre,is_brain,Hemisphere,Pair,Pair ID,lineage,dendrite_input,axon_input,Class 2,idx
8469124,MB2IN-144,unk,unk,False,False,False,True,R,8582134,283,BLAl,58,21,,879
8471817, (BLAl F neuron 2 right) [*BLAl_r akira] #8471817,unk,unk,False,False,False,True,R,12279909,534,BLAl,155,18,,880
8480221,mPN,mPN,mPN-olfac,False,False,False,True,L,4324898,280,BAla34,210,14,olfac,881
8480418, (OLP4;right) [*OLP_r] #8480418,unk,unk,False,False,False,True,R,-1,-1,OLP,144,72,,882
8496618, (DNs-17_right) [*CM4-dm_r akira] #8496618,O_dVNC,O_dVNC,False,False,False,True,R,10553248,412,CM4-dm,277,56,,883
8504660,KC (KC52) [Lineage MBNB B right] #8504660,KC,KC-3claw,False,False,False,True,R,-1,-1,MBNB B right,40,87,3claw,884
8509534,MB2IN-212,mPN,mPN-multi,False,False,False,True,L,16515871,281,BAla12,358,32,multi,885
8509987,KC (KC53) [Lineage MBNB A right] #8509987,KC,KC-5claw,False,False,False,True,R,-1,-1,MBNB A right,42,74,5claw,886
8513389,KC (KC no pair) [Lineage MBNB A left] #8513389,KC,KC-2claw,False,False,False,True,L,-1,-1,MBNB A left,40,133,2claw,887
8529400, (UNK bilateral gnarled dendrite left) [*BLAvm post_l akira] #8529400,unk,unk,False,False,False,True,L,7449767,282,BLAvm post,34,7,,888
8539175,CN-9,unk,unk,False,False,False,True,R,13988443,613,BAmd1,120,37,,889
8540770,FB2IN-8,FB2N,FB2N,False,False,False,True,R,15488316,679,BAmd1,159,90,,890
8542422,CN-26,unk,unk,False,False,False,True,R,8069432,251,BAmd1,298,107,,891
8544824, (BLP claw 3 right) [*BLP34_r akira] #8544824,unk,unk,False,False,False,True,R,16838915,835,BLP34,29,13,,892
8546775, (DPLam hook right) [*DPLam_r akira] #8546775,unk,unk,False,False,False,True,R,16742642,830,DPLam,164,33,,893
8559525, (Downstream Downstream A00c right) [*DPlal1-3_ant_r akira,unk,unk,False,False,False,True,R,19395500,1059,unk,267,34,,894
8559607,KC (KC54) [Lineage MBNB A right] #8559607,KC,KC-4claw,False,False,False,True,R,-1,-1,MBNB A right,64,127,4claw,895
8565131,CN-28,unk,unk,False,False,False,True,R,14319185,627,DPMm1,307,78,,896
8566140, (DPMm1 3 (Output of Munin)_right) [*DPMm1_r akira] #8566140,unk,unk,False,False,False,True,R,3945756,64,DPMm1,143,36,,897
8571259, (DPMm1 4_right ) [*DPMm1_r akira] #8571259,unk,unk,False,False,False,True,R,10600188,419,DPMm1,100,38,,898
8572353, (VB: DPMm1 4_right) [*DPMm1_r akira] #8572353,unk,unk,False,False,False,True,R,10872426,443,DPMm1,271,43,,899
8582134,MB2IN-144,unk,unk,False,False,False,True,L,8469124,283,BLAl,54,13,,900
8592501, (BLP12 hook 4 right) [*BLP34_r akira] #8592501,unk,unk,False,False,False,True,R,17729335,1121,BLP34,60,3,,901
8598886, (3rd-order Thermo right; CPLd interneuron) [*BLP12_r akira] #8598886,unk,unk,False,False,False,True,R,-1,-1,BLP12,51,13,,902
8639662, (DPLm ant 1 left) [*DPLm2_l akira] #8639662,unk,unk,False,False,False,True,L,13046354,284,DPLm2,62,2,,903
8640212, (BLAd local unpaired left) [*BLAd-vl_l akira,unk,unk,False,False,False,True,L,-1,-1,unk,24,11,,904
8641784, (BLP12 local descending twig 1 right) [*BLP12_r akira] #8641784,unk,unk,False,False,False,True,R,17464168,1157,BLP12,18,122,,905
8670503, (DPLm2 gnarled right) [*DPLm2_r akira] #8670503,unk,unk,False,False,False,True,R,16098538,746,DPLm2,72,11,,906
8687096, (DPlal outer bilateral 2 left) [*DPlal1-3_lat_l akira] #8687096,unk,unk,False,False,False,True,L,9643439,285,DPlal1-3at,53,14,,907
8689148,FFN-34,FFN,FFN,False,False,False,True,R,5679304,143,CPa,110,22,,908
8689674,MBIN-b1 (MBE10a left) [*DPLd_l akira] #8689674,MBIN,MBIN,False,False,False,True,L,8319311,286,DPLd,133,149,,909
8696919, (DPlal crinkled 1 right; DPLal 2 1 neuron 8696920) [*DPlal1-3_lat_r akira] #8696919,unk,unk,False,False,False,True,R,5671303,140,DPlal1-3at,41,9,,910
8697453, (Basal Tel-like 3 right) [*BLAvm post_r akira] #8697453,unk,unk,False,False,False,True,R,10982951,457,BLAvm post,137,32,,911
8698941, (DPLal 3 1 neuron right) [*DPLal1-3_r akira] #8698941,unk,unk,False,False,False,True,R,17732085,988,DPLal1-3,164,57,,912
8700125, (GlulOLP;left) [*OLP_l] #8700125,unk,unk,False,False,False,True,L,7897051,287,OLP,216,95,,913
8704079,mPN,mPN,mPN-multi,False,False,False,True,L,16735586,288,BAlp4,458,21,multi,914
8705088, (PDL1_right) [*DPLm_r akira,unk,unk,False,False,False,True,R,17420035,953,unk,58,11,,915
8709865, (BLAv12_ant descending 1 right) [*BLAv12_ant_r akira] #8709865,unk,unk,False,False,False,True,R,16931001,852,BLAv12_ant,76,20,,916
8710444, (BLAv1_2_right) [*BLAv12_ant_r akira] #8710444,unk,unk,False,False,False,True,R,13714311,600,BLAv12_ant,116,55,,917
8711574,CN-39,unk,unk,False,False,False,True,R,16100461,747,BLAv12_ant,225,91,,918
8712361,CN-44,FAN,FAN,False,False,False,True,R,17150791,893,BLAv12_ant,251,72,,919
8715940, (BLAv12_lat pointer 3 right; BLAv2 ant 1 ven neuron 8715941) [*BLAv12_lat_r akira] #8715940,unk,unk,False,False,False,True,R,20981350,1072,BLAv12at,134,1,,920
8717042,MB2ON-159 (AU : Right BLAv2 post early dor neuron 8717043) [*BLAv12_lat_r akira] #8717042,unk,unk,False,False,False,True,R,19088042,1050,BLAv12at,245,19,,921
8717219, (5thLN;right) [*BLAd-OL_r akira] #8717219,vPN,vPN,False,False,False,True,R,7952981,242,BLAd-OL,80,9,,922
8723267, (AF7: PDL_right_sibling 35) [unknown lineage] #8723267,unk,unk,False,False,False,True,R,12387154,551,unk,161,14,,923
8723397,KC (KC55 young) [Lineage MBNB A right] #8723397,KC,KC,True,False,False,True,R,-1,-1,MBNB A right,19,31,,924
8723983, (CM13 descending unpaired left) [*CM13_lat_l akira] #8723983,O_dVNC,O_dVNC,False,False,False,True,L,-1,-1,CM13at,22,9,,925
8741619, (peptidergic with docked vesicles_right) [*CPf_r akira] #8741619,O_dVNC,O_dVNC,False,False,False,True,R,8755914,289,CPf,141,25,,926
8752697,FAN-1,FAN,FAN,False,False,False,True,R,3157405,32,DPMpl12,175,75,,927
8755914, (peptidergic with docked vesicles_left) [*CPf_l akira] #8755914,O_dVNC,O_dVNC,False,False,False,True,L,8741619,289,CPf,125,34,,928
8765298, (BLP12 claw 3 left) [*BLP12_l akira,unk,unk,False,False,False,True,L,10682411,290,unk,35,4,,929
8792120,KC (KC63 young) [Lineage MBNB A right] #8792120,KC,KC,True,False,False,True,R,-1,-1,MBNB A right,32,21,,930
8792477,FB-35,FBN,FBN,False,False,False,True,R,9062992,313,CM13at,86,40,,931
8798010,MBON-h2 (MBE13b left) [*DALv23_l akira] #8798010,MBON,MBON,False,True,False,True,L,4230749,291,DALv23,592,0,,932
8801715, (From Visual to CPM? left) [unknown lineage,unk,unk,False,False,False,True,L,19092010,292,unk,50,61,,933
8801736, (Stirrups left) [*DPMl_ant_dor_l akira] #8801736,unk,unk,False,False,False,True,L,6049565,293,DPMl_ant_dor,69,64,,934
8802069,FFN-9,FFN,FFN,False,False,False,True,L,4665627,294,BAlp_ant,51,49,,935
8805777, (BLDc A00c pointer 2 right; BPL local 1 R) [*BLDc_r akira] #8805777,unk,unk,False,False,False,True,R,14338439,631,BLDc,124,34,,936
8809171, (lasso-top 3 left) [*BAlp_ant_l akira] #8809171,unk,unk,False,False,False,True,L,18187865,295,BAlp_ant,41,33,,937
8810141, (CM13 horseshoe 1 left) [*CM13_med_l akira] #8810141,unk,unk,False,False,False,True,L,12422355,296,CM13_med,28,12,,938
8812078, (MIXED crinkled right; BLAd ant med 2 meets Larderet neuron 8812079) [*BLAd-vm_r akira] #8812078,unk,unk,False,False,False,True,R,9971209,374,BLAd-vm,70,6,,939
8813113, (BLAd ant med 3 neuron  right) [*BLAd-vm_r akira] #8813113,unk,unk,False,False,False,True,R,3946569,68,BLAd-vm,95,32,,940
8814524, (DPM long neck left) [*DPMl_ant_dor_l akira] #8814524,unk,unk,False,True,True,True,L,17340973,297,DPMl_ant_dor,103,0,,941
8814922,FB2IN-16,FB2N,FB2N,False,False,False,True,R,16160495,749,BLAd-vl,176,30,,942
8821758, (BLVa34 small ipsi 2 right; BLVa34 a 5) [*BLVa34_r akira] #8821758,unk,unk,False,False,False,True,R,17729424,983,BLVa34,34,3,,943
8826198, (CPf Lever Puller right) [*CPf_r akira] #8826198,unk,unk,False,False,False,True,R,15514582,682,CPf,160,2,,944
8835968,KC (KC64) [Lineage MBNB D right] #8835968,KC,KC-2claw,False,False,False,True,R,-1,-1,MBNB D right,62,101,2claw,945
8838927,FFN-32,FFN,FFN,False,False,False,True,L,17107661,298,BAla12,64,42,,946
8840343, (BLA pointer right) [*BLAl_r akira] #8840343,unk,unk,False,False,False,True,R,16007457,735,BLAl,36,28,,947
8842220, (BLAd lat 1 neuron 8842221_sibling right) [*BLAd-vm_r akira] #8842220,unk,unk,False,False,False,True,R,17962513,1012,BLAd-vm,89,16,,948
8847957,LH-6,unk,unk,False,False,False,True,R,13206239,594,BLDc,174,45,,949
8850802,KC (KC65;_42a right) [Lineage MBNB B right] #8850802,KC,KC-1claw,False,False,False,True,R,5937084,172,MBNB B right,43,247,1claw,950
8864096,KC (KC no pair) [Lineage MBNB B left] #8864096,KC,KC-5claw,False,False,False,True,L,-1,-1,MBNB B left,48,94,5claw,951
8864778, (CPf small bilateral left) [*CPf_l akira] #8864778,unk,unk,False,False,False,True,L,9767705,299,CPf,36,46,,952
8864785,FB-15,FBN,FBN,False,False,False,True,L,4617479,300,CPf,348,61,,953
8865199,KC (KC no pair) [Lineage MBNB C left] #8865199,KC,KC-3claw,False,False,False,True,L,-1,-1,MBNB C left,47,89,3claw,954
8877158,MBON-a1 (MBE7a left) [*CPb_l akira] #8877158,MBON,MBON,False,False,False,True,L,10163418,301,CPb,312,45,,955
8877971, (picky 2 left) [*BAla12_l akira] #8877971,pLN,pLN,False,False,False,True,L,3806573,302,BAla12,260,38,,956
8880781, (DPMpm1 1 DN right) [*DPMpm1_r akira] #8880781,O_dVNC,O_dVNC,False,False,False,True,R,17223685,906,DPMpm1,63,1,,957
8884212, (Scimitar left) [*BLP34_l akira,unk,unk,False,False,False,True,L,19143114,303,unk,69,25,,958
8891315,KC (KC66) [Lineage MBNB D right] #8891315,KC,KC-3claw,False,False,False,True,R,-1,-1,MBNB D right,61,108,3claw,959
8912726,MB2ON-116 (BK1;DALcl12 v d 20_right) [*DALcl12-v_r akira] #8912726,unk,unk,False,False,False,True,R,15524629,687,DALcl12-v,86,21,,960
8922644,MBON-e2 (MBE16 left) [*DAMd1_l akira] #8922644,MBON,MBON,False,False,False,True,L,8297018,304,DAMd1,195,106,,961
8924186,KC (KC67) [Lineage MBNB D right] #8924186,KC,KC-3claw,False,False,False,True,R,-1,-1,MBNB D right,47,61,3claw,962
8932110, (Cheech right) [*BLP12_r akira] #8932110,unk,unk,False,False,False,True,R,10540188,410,BLP12,112,38,,963
8939384, (BLP34 bilateral 3 right) [*BLP34_r akira] #8939384,unk,unk,False,False,False,True,R,18058644,1017,BLP34,61,30,,964
8942413, (BLVa34 hook right) [*BLVa34_r akira] #8942413,unk,unk,False,False,False,True,R,11286854,490,BLVa34,38,4,,965
8943485, (BLVa34 local neuron right; BLVa34 a 6 right) [*BLVa34_r akira] #8943485,unk,unk,False,False,False,True,R,5959820,174,BLVa34,26,11,,966
8951591, (BLVa12 bilateral right; Mediates descend from LH) [*BLVa12_r akira] #8951591,unk,unk,False,False,False,True,R,16051878,740,BLVa12,33,28,,967
8953579, (BLP12 descending 5 right; BLP12 a 9) [*BLP12_r akira] #8953579,unk,unk,False,False,False,True,R,11717035,510,BLP12,19,5,,968
8954684, (BLP12 descending 3 right; BLP12 a 12) [*BLP12_r akira] #8954684,unk,unk,False,False,False,True,R,11717045,511,BLP12,13,7,,969
8954910, (BLP12 descending 4 right; BLP12 a 13) [*BLP12_r akira] #8954910,unk,unk,False,False,False,True,R,11717025,508,BLP12,18,12,,970
8957325,KC (KC68 young) [Lineage MBNB D right] #8957325,KC,KC,False,False,False,True,R,-1,-1,MBNB D right,31,49,,971
8970595, (BLVp1 local right) [*BLVp1_r akira] #8970595,unk,unk,False,False,False,True,R,17105977,885,BLVp1,113,22,,972
8974428,MB2IN-115,unk,unk,False,False,False,True,L,9294475,305,DPLc_postat,30,33,,973
8978117,KC (KC69 young) [Lineage MBNB D right] #8978117,KC,KC,False,False,False,True,R,-1,-1,MBNB D right,32,46,,974
8979434, (DPlal simple bilateral 7 right) [*DPLal1-3_r akira] #8979434,unk,unk,False,False,False,True,R,15689046,719,DPLal1-3,174,32,,975
8980589,CN-40,MBON,MBON,False,False,False,True,R,16223537,751,unk,1481,133,,976
8981761,MB2ON-204 (offPVL09d_right; DPLc) [*DPLc5_r akira] #8981761,unk,unk,False,False,False,True,R,16445073,783,DPLc5,123,47,,977
8993049,MB2IN-117,unk,unk,False,False,False,True,L,17867309,306,CPb,53,75,,978
8995807, (BAla34 ascending 4 right) [*BAla34_r akira] #8995807,unk,unk,False,False,False,True,R,16435325,776,BAla34,66,20,,979
8997281,KC (KC70) [Lineage MBNB D right] #8997281,KC,KC-4claw,False,False,False,True,R,-1,-1,MBNB D right,52,55,4claw,980
9006142,MB2ON-6 (AK ; DALcm12 v p 7_left) [*DALcm12-v_l akira] #9006142,unk,unk,False,False,False,True,L,5783868,307,DALcm12-v,160,14,,981
9015568,CN-65,unk,unk,False,False,False,True,R,12587013,569,CPc,110,15,,982
9015745,FFN-14,FFN,FFN,False,False,False,True,L,9583435,308,ni-neurons MB,64,140,,983
9034378, (ni contralateral 4 right) [ni-neurons MB_r akira] #9034378,unk,unk,False,False,False,True,R,9239759,328,ni-neurons MB,44,30,,984
9037152, (DALcl12 vv 5) [*DALcl12-v_r akira] #9037152,unk,unk,False,False,False,True,R,17110024,889,DALcl12-v,50,16,,985
9039416,MB2IN-148 (ni loopy right) [ni-neurons MB_r akira] #9039416,unk,unk,False,False,False,True,R,14981128,663,ni-neurons MB,48,94,,986
9048462,FFN-1,FFN,FFN,False,False,False,True,L,10612630,309,CPb,36,14,,987
9051500, (BPL local 6 right) [*BLAv12_post_r akira] #9051500,unk,unk,False,False,False,True,R,17108278,886,BLAv12_post,123,57,,988
9051960,MB2ON-53 (AD ; DALcm12 m ant lat 7_left) [*DALcm12-m_l akira] #9051960,unk,unk,False,False,False,True,L,17813006,310,DALcm12-m,193,82,,989
9057043,FB-23,FBN,FBN,False,False,False,True,R,9423829,338,DALcl12-v,523,80,,990
9057998,MB2ON-86 (S ; Convergence Sibling AB Left; DALcm12 L m ant lat 2_left) [*DALcm12-m_l akira] #9057998,unk,unk,False,False,False,True,L,14214039,311,DALcm12-m,125,63,,991
9061235,MB2ON-60 (BO ; BAmd2 ven desc 7_left) [*BAmd2_v_l akira] #9061235,O_dSEZ,O_dSEZ,False,True,True,True,L,13836327,312,BAmd2_v,194,0,,992
9062992,FB-35,FBN,FBN,False,False,False,True,L,8792477,313,CM13at,91,32,,993
9064208,FB-32,FBN,FBN,False,False,False,True,L,5934511,314,CM13_med,124,50,,994
9067063, (DALcl12 vv 6) [*DALcl12-v_r akira] #9067063,unk,unk,False,False,False,True,R,17105218,883,DALcl12-v,110,12,,995
9068024, (BW ; DALcl12 vv 13 DALcl12 v int 6 right) [*DALcl12-v_r akira] #9068024,unk,unk,False,False,False,True,R,16560178,810,DALcl12-v,78,61,,996
9068346, (DALcl12 vv 12 right) [*DALcl12-v_r akira] #9068346,unk,unk,False,False,False,True,R,15525711,688,DALcl12-v,89,12,,997
9069084, (DALcl contralateral 2 right; DALcl12 vv 2 right; DALcl12 vv 8 ) [*DALcl12-v_r akira] #9069084,unk,unk,False,False,False,True,R,15525794,689,DALcl12-v,140,21,,998
9072237,FFN-8,FFN,FFN,False,False,False,True,L,4201020,315,DALv23,64,23,,999
9072560, (ni contralateral 2 right) [ni-neurons MB_r akira] #9072560,unk,unk,False,False,False,True,R,16444754,781,ni-neurons MB,93,13,,1000
9074101,MBON-d3 (MBE35 right) [*DAMd1_r akira] #9074101,MBON,MBON,False,False,False,True,R,9109799,318,DAMd1,242,53,,1001
9077224, (ni contralateral 3 right) [ni-neurons MB_r akira] #9077224,unk,unk,False,False,False,True,R,9480916,345,ni-neurons MB,22,35,,1002
9078240,MB2ON-196 (AW ; Left At Gap With Soma) [*CPbl_l akira] #9078240,unk,unk,False,False,False,True,L,7688300,316,CPbl,99,62,,1003
9083312,FB2IN-2,O_dSEZ;FB2N,O_dSEZ;FB2N,False,False,False,True,L,14077179,317,DPMl_ant_dor,407,107,,1004
9085808, (UNK brancher 7 right) [ni-neurons MB_r akira] #9085808,unk,unk,False,False,False,True,R,17574013,1136,ni-neurons MB,45,14,,1005
9091922, (UNK brancher 4 right - missing dendrite) [ni-neurons MB_r akira] #9091922,unk,unk,False,False,False,True,R,14726012,655,ni-neurons MB,3,25,,1006
9094797, (UNK brancher 5 right) [ni-neurons MB_r akira] #9094797,unk,unk,False,False,False,True,R,19785305,1062,ni-neurons MB,30,8,,1007
9097065, (DPlal crinkled 2 right) [*DPLal1-3_r akira] #9097065,unk,unk,False,False,False,True,R,16851718,841,DPLal1-3,85,23,,1008
9103710, (BLVp1 bilateral 1 right; Tel-like 1 BPL bilateral; BLVp1 6) [*BLVp1_r akira] #9103710,unk,unk,False,False,False,True,R,14270761,625,BLVp1,70,33,,1009
9103732,FAN-10,FAN,FAN,False,False,False,True,R,9238937,327,ni-neurons MB,191,32,,1010
9109799,MBON-d3 (MBE35 left) [*DAMd1_l akira] #9109799,MBON,MBON,False,False,False,True,L,9074101,318,DAMd1,347,74,,1011
9116228,MB2ON-125 (WQ_right) [*DPMpl12_r akira] #9116228,unk,unk,False,False,False,True,R,16415910,766,DPMpl12,320,67,,1012
9141404,CN-59,FBN,FBN,False,False,False,True,L,16691937,319,DALcm12-v,474,33,,1013
9154024,MB2ON-203 (DALv23 L LAL #10 counterpart left) [*DALv23_l akira] #9154024,unk,unk,False,False,False,True,L,16947349,320,DALv23,33,40,,1014
9161929, (BLVa34 local hook right) [*BLVa34_r akira] #9161929,unk,unk,False,False,False,True,R,16490014,792,BLVa34,68,23,,1015
9177218, (CPf contralateral 3 right) [*CPf_r akira] #9177218,unk,unk,False,False,False,True,R,1961182,6,CPf,52,13,,1016
9201911, (3rd Thermo - to peduncle #2 left) [unknown lineage] #9201911,unk,unk,False,False,False,True,L,17591687,321,unk,56,21,,1017
9202326, (Basal Tel-like 6 right) [*BLAv12_ant_r akira] #9202326,unk,unk,False,False,False,True,R,20730780,1077,BLAv12_ant,190,17,,1018
9207332, (like thermo AP left) [*DPLl_l akira] #9207332,unk,unk,False,False,False,True,L,8305958,322,DPLl,82,16,,1019
9212816,CN-48,unk,unk,False,False,False,True,R,9236708,324,DPLc5,142,55,,1020
9234420, (BLAv12 ring-like right) [*BLAv12_post_r akira] #9234420,O_dSEZ,O_dSEZ,False,False,False,True,R,17728922,974,BLAv12_post,181,44,,1021
9235545, (ni contralateral 1 left) [ni-neurons MB_l akira] #9235545,unk,unk,False,False,False,True,L,17435815,323,ni-neurons MB,65,20,,1022
9236708,CN-48,unk,unk,False,False,False,True,L,9212816,324,DPLc5,89,63,,1023
9237370, (DPLm1 contralateral 2 left) [*DPLm1_l akira] #9237370,unk,unk,False,False,False,True,L,3726990,325,DPLm1,25,25,,1024
9237734,MB2ON-169 (BS: ni left) [ni-neurons MB_l akira] #9237734,unk,unk,False,False,False,True,L,15800115,326,ni-neurons MB,62,27,,1025
9238937,FAN-10,FAN,FAN,False,False,False,True,L,9103732,327,ni-neurons MB,189,55,,1026
9239759, (ni contralateral 4 left) [ni-neurons MB_l akira] #9239759,unk,unk,False,False,False,True,L,9034378,328,ni-neurons MB,23,23,,1027
9241349, (DPlal simple bilateral 1 right; Tel-like 4? with anterior cell body) [*DPLal1-3_r akira] #9241349,unk,unk,False,False,False,True,R,6633635,188,DPLal1-3,165,15,,1028
9251793,FB-33,FBN,FBN,False,False,False,True,L,4190567,329,DALv23,59,89,,1029
9252296,FB2IN-10,FB2N,FB2N,False,False,False,True,L,4201555,330,DALv23,68,100,,1030
9275210,Thermo PN 6 (PVL005 - 2 Right (V1); BLVa34 a 11) [*BLVa34_r akira] #9275210,unk,unk,False,False,False,True,R,12948470,590,BLVa34,92,34,,1031
9287199, (PDL005-like right- (D CB)2 Right) [*DPLm_r akira,unk,unk,False,False,False,True,R,4607160,105,unk,54,32,,1032
9287906,FB2IN-15,FB2N,FB2N,False,False,False,True,R,5091874,125,DPLm1,293,57,,1033
9288827, (DPLm1 contralateral 1 right; Bilateral DS Smash) [*DPLm1_r akira] #9288827,unk,unk,False,False,False,True,R,6011278,176,DPLm1,90,43,,1034
9291437, (DPMpm2 2 right) [*DPMpm2_r akira] #9291437,unk,unk,False,False,False,True,R,16474159,788,DPMpm2,50,27,,1035
9291474,Thermo PN 2 (AVL011 PN Right) [*BAlp4_r akira] #9291474,unk,unk,False,True,True,True,R,4985759,120,BAlp4,77,0,,1036
9291938, (BLVa12 a 11) [*BLVa12_r akira] #9291938,unk,unk,False,False,False,True,R,-1,-1,BLVa12,87,16,,1037
9294475,MB2IN-115,unk,unk,False,False,False,True,R,8974428,305,DPLc_postat,59,53,,1038
9348984, (BLVa hook 1 left) [*BLVa34_l akira] #9348984,unk,unk,False,False,False,True,L,2772093,331,BLVa34,47,17,,1039
9351843, (DPLam ASB Mackerel left) [*DPLam_l akira] #9351843,unk,unk,False,False,False,True,L,17990556,332,DPLam,45,29,,1040
9372642, (PTTH 1 left) [*BLDc_l akira] #9372642,unk,unk,False,False,False,True,L,9842000,333,BLDc,123,0,,1041
9384504, (CM4 l MEF comm; CM4 dor ant 9 to LAL left) [*CM4-dm_l akira] #9384504,unk,unk,False,False,False,True,L,5935744,334,CM4-dm,38,65,,1042
9408003, (AF1 left) [*DPLc_post_lat_l akira] #9408003,unk,unk,False,False,False,True,L,6061068,335,DPLc_postat,148,44,,1043
9409359,CN-7,unk,unk,False,False,False,True,L,3913620,336,DALcm12-v,295,85,,1044
9421292, (Ashley Left **forced AXON connection at gap**) [*BLP12_l akira,unk,unk,False,False,False,True,L,5507096,337,unk,77,20,,1045
9422291, (Basal Tel-like 7 right) [*BLAvm post_r akira] #9422291,unk,unk,False,False,False,True,R,17165621,895,BLAvm post,161,31,,1046
9423829,FB-23,FBN,FBN,False,False,False,True,L,9057043,338,DALcl12-v,530,106,,1047
9424902,MB2ON-144 (Tomato Vine 2_left) [*DPMpm1_l akira] #9424902,unk,unk,False,False,False,True,L,3027876,339,DPMpm1,463,58,,1048
9428865,MB2IN-134,unk,unk,False,False,False,True,L,13674287,340,BAla34,113,91,,1049
9429085, (neu1_left) [unknown lineage] #9429085,unk,unk,False,False,False,True,L,17247877,341,unk,36,5,,1050
9436520, (DPLc PDL_left) [*DPLc_post_lat_l akira] #9436520,unk,unk,False,False,False,True,L,20536322,342,DPLc_postat,19,11,,1051
9445876,LH-22 (LH-22 BLVa12 a 11 left) [*BLP34_l akira] #9445876,unk,unk,False,False,False,True,L,4102413,343,BLP34,139,93,,1052
9447255,LH-26,unk,unk,False,False,False,True,L,16295025,344,unk,128,26,,1053
9457719,FB2IN-4,FB2N,FB2N,False,False,False,True,R,13852833,610,CPb,151,65,,1054
9469519,MBON-b2 (MBE11b right) [*BLVa34_r akira] #9469519,MBON,MBON,False,False,False,True,R,16782830,832,BLVa34,412,18,,1055
9480916, (ni contralateral 3 left) [ni-neurons MB_l akira] #9480916,unk,unk,False,False,False,True,L,9077224,345,ni-neurons MB,41,18,,1056
9481869, (DALl1 11 left) [unknown lineage] #9481869,unk,unk,False,False,False,True,L,14762026,346,unk,51,3,,1057
